IDPIF,SUPQUEMADA,MUERTOS,HERIDOS,COMUNIDAD,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2007390297,475.0,0,0,CANTABRIA,CANTABRIA,COMARCA 10,RUESGA,43.28750700,-3.56921600,2007-12-28,1270,1270,4,Provocados por pastores y ganaderos para regenerar el pasto,1,0,0,0,333680
2003190085,475.0,0,0,CASTILLA-MANCHA,GUADALAJARA,CAMPIÑA,HUMANES,40.85101700,-3.15285200,2003-07-09,713,1793,2,ESCAPE DE VERTEDERO,110,8,10,15152,213104
2008110099,474.76,0,0,ANDALUCIA,CADIZ,CAMPO DE GIBRALTAR,ALGECIRAS,36.05438100,-5.49235900,2008-09-03,2045,4355,4,Provocados por pastores y ganaderos para regenerar el pasto,676,50,19,0,0
2011320614,474.72,0,0,GALICIA,OURENSE,A LIMIA,BANDE,42.04463900,-7.95768700,2011-04-08,605,1980,2,TRABAJOS FORESTALES,123,13,14,0,441862
2011322184,474.4,0,0,GALICIA,OURENSE,INDETERMINADA (OU),PORTUGAL,41.89235300,-7.97633200,2011-10-12,1450,8970,4,Provocados por pastores y ganaderos para regenerar el pasto,53,0,5,0,17736
2006151634,471.0,0,0,GALICIA,A CORUÑA,BARBANZA,LOUSAME,42.73945800,-8.82237400,2006-08-05,1830,2075,5,RAYO,79,6,4,0,31107136
2005152170,467.0,0,0,GALICIA,A CORUÑA,BARBANZA,LOUSAME,42.74019000,-8.80713700,2005-08-22,1415,1515,4,Otras motivaciones,91,5,4,0,0
2005362634,466.88,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CAMPO LAMEIRO,42.50745500,-8.56867700,2005-08-14,1240,2020,4,Otras motivaciones,202,27,13,415384,10658484
2012321490,465.14,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.30918700,-7.18493400,2012-09-22,1145,1813,4,Provocados por pastores y ganaderos para regenerar el pasto,301,15,37,0,169764
2013320836,464.61,0,0,GALICIA,OURENSE,VERIN-VIANA,"MEZQUITA, A",42.00652700,-7.00607200,2013-09-04,599,1415,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,65,10,0,0,0
2008110021,464.1,0,1,ANDALUCIA,CADIZ,CAMPO DE GIBRALTAR,TARIFA,36.07024500,-5.66564700,2008-06-18,2695,8275,3,MOTORES Y MÁQUINAS (OTROS),469,24,20,0,0
2001490216,460.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.98469700,-6.88970900,2001-09-03,3000,4290,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,28,1,4,0,0
2003050122,459.5,0,0,CASTILLA Y LEON,AVILA,EL BARCO DE AVILA,NAVA DEL BARCO,40.27072800,-5.55574900,2003-08-10,210,305,1,RAYO,371,11,9,0,714780
2004210170,459.5,0,0,ANDALUCIA,HUELVA,CUENCA MINERA,"CAMPILLO, EL",37.71367200,-6.66964700,2004-08-29,747,3867,2,HOGUERAS,489,26,24,0,0
2005290106,457.38,0,0,ANDALUCIA,MALAGA,COSTA DEL SOL,MARBELLA,36.52957300,-4.84863000,2005-06-12,495,2655,5,RAYO,335,17,12,1149424,1279316
2006151810,456.0,0,0,GALICIA,A CORUÑA,FISTERRA,CEE,42.94302600,-9.15781400,2006-08-08,2530,2910,4,Provocados por pastores y ganaderos para regenerar el pasto,81,5,2,0,1074632
2004290129,455.0,0,0,ANDALUCIA,MALAGA,COSTA DEL SOL,CASARES,36.44296200,-5.29167200,2004-08-12,1880,1880,2,FUMADORES,391,14,25,334981,27209
2004130099,455.0,0,0,CASTILLA-MANCHA,CIUDAD REAL,PASTOS,ALMODÓVAR DEL CAMPO,38.65669300,-4.49442300,2004-07-31,267,307,2,ESCAPE DE VERTEDERO,98,17,3,0,58500
2008050085,452.0,0,0,CASTILLA Y LEON,AVILA,PIEDRAHITA,NAVAESCURIAL,40.44170000,-5.24463600,2008-04-06,1035,1380,4,Provocados por cazadores para facilitar la caza,49,0,4,0,0
2002370074,452.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLARINO DE LOS AIRES,41.22594700,-6.43758900,2002-07-31,535,1925,4,Sin datos,165,12,8,0,99024
2004290075,451.47,0,0,ANDALUCIA,MALAGA,COSTA DEL SOL,MARBELLA,36.51629500,-4.76114400,2004-07-09,3365,3310,3,TRABAJOS FORESTALES,315,18,16,489806,319988
2006151710,450.0,0,0,GALICIA,A CORUÑA,SANTIAGO-MESETA INTERIOR,TEO,42.78859200,-8.60849700,2006-08-07,685,2130,4,Sin datos,67,7,1,0,2335504
2002330468,450.0,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.23767500,-6.71428500,2002-02-01,0,2550,4,Provocados por pastores y ganaderos para regenerar el pasto,13,0,0,0,293052
2006321053,450.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,AMOEIRO,42.40375500,-7.89833200,2006-08-08,3040,9570,4,Sin datos,60,7,1,0,6647992
2003140061,446.4,0,0,ANDALUCIA,CORDOBA,VALLE DEL GUADIATO,BELMEZ,38.30400300,-5.20028500,2003-07-29,293,1208,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),154,9,12,0,0
2013280096,445.41,0,0,MADRID,MADRID,P. REGIONAL DEL RIO GUADARRAMA,VALDEMORILLO,40.51002100,-4.11295600,2013-07-08,1191,4670,3,MOTORES Y MÁQUINAS (OTROS),214,27,17,0,0
2001280232,444.43,0,1,MADRID,MADRID,TORRELAGUNA,NAVALAFUENTE,40.81968100,-3.67579300,2001-08-24,694,1769,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),206,19,9,0,0
2006361633,443.6,0,0,GALICIA,PONTEVEDRA,DEZA-TABEIROS,FORCAREI,42.53774700,-8.27651900,2006-08-07,1910,2345,4,Otras motivaciones,43,10,5,166156,2179068
2009370373,443.0,0,1,CASTILLA Y LEON,SALAMANCA,BEJAR,S ESTEBAN DE LA SIERRA,40.52842300,-5.88446600,2009-09-15,980,3350,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,350,24,22,0,0
2011240587,441.7,1,0,CASTILLA Y LEON,LEON,ASTORGA,LUCILLO,42.37655000,-6.39666000,2011-10-17,2723,4117,4,Sin datos,64,3,9,0,0
2007430065,440.05,0,1,CATALUÑA,TARRAGONA,PRIORAT,PRADELL DE LA TEIXETA,41.13530500,0.85831300,2007-09-06,3409,4828,4,Sin datos,566,91,14,0,0
2001030096,440.0,0,0,C. VALENCIANA,ALICANTE,LA MARINA ALTA,VALL DE GALLINERA,38.83173600,-0.23018900,2001-08-09,0,2565,2,FUMADORES,125,0,9,0,31021
2001370117,438.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,MILANO EL,41.09992100,-6.60358200,2001-08-20,360,1080,4,Sin datos,403,9,5,0,2620608
2012330798,437.2,0,0,ASTURIAS,ASTURIAS,NARCEA,TINEO,43.31121000,-6.32427200,2012-03-25,5578,5593,4,"Provocados para ahuyentar animales (lobos, jabalíes)",36,5,4,0,122016
2006151929,437.0,0,0,GALICIA,A CORUÑA,BERGANTIÑOS-MARIÑAS COR,ARANGA,43.21949100,-8.06690500,2006-08-09,2495,5075,4,Otras motivaciones,55,11,0,0,6095172
2009240705,435.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,TRABADELO,42.67063000,-6.85266400,2009-09-11,3374,4147,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),89,4,9,0,0
2002390365,434.5,0,0,CANTABRIA,CANTABRIA,COMARCA 13,VALDÁLIGA,43.31977100,-4.34181700,2002-02-02,720,1230,4,Provocados por pastores y ganaderos para regenerar el pasto,12,2,0,1332,4208
2010320109,433.07,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,CHANDREXA DE QUEIXA,42.23814100,-7.44882600,2010-03-17,824,1092,4,Provocados por pastores y ganaderos para regenerar el pasto,64,3,10,0,0
2006361555,432.5,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,"CAÑIZA, A",42.20848100,-8.29434100,2006-08-06,1220,1510,4,Sin datos,40,4,4,89276,980352
2009020113,431.0,0,0,CASTILLA-MANCHA,ALBACETE,CENTRO,HIGUERUELA,39.01433400,-1.52652500,2009-06-11,1729,3172,3,HOGUERAS,76,4,3,0,0
2004500162,430.0,0,1,ARAGON,ZARAGOZA,ZARAGOZA,ZARAGOZA,41.84697600,-0.98149000,2004-09-01,1075,1390,3,HOGUERAS,63,7,3,0,1341502
2003060145,429.67,0,0,EXTREMADURA,BADAJOZ,TENTUDIA,MONESTERIO,38.15222400,-6.28040700,2003-07-03,305,335,3,TRABAJOS FORESTALES,64,4,2,0,0
2007120016,428.16,0,1,C. VALENCIANA,CASTELLON,L ALT MAESTRAT,CULLA,40.26553100,-0.07520400,2007-03-07,2184,8374,1,RAYO,41,6,3,0,0
2007050053,428.0,0,0,CASTILLA Y LEON,AVILA,PIEDRAHITA,S JUAN DEL OLMO,40.62459700,-5.04075100,2007-07-31,936,2256,3,MOTORES Y MÁQUINAS (OTROS),319,12,11,0,0
2012210141,427.84,0,0,ANDALUCIA,HUELVA,EL CONDADO,ALMONTE,37.13039800,-6.46821700,2012-08-11,1680,4080,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),195,29,13,0,0
2002362542,423.2,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,"LAMA, A",42.39811500,-8.35728700,2002-08-30,3690,3810,4,Provocados por pastores y ganaderos para regenerar el pasto,46,6,4,573896,0
2005240723,422.6,0,1,CASTILLA Y LEON,LEON,LA VECILLA-LA ROBLA,VALDEPIELAGO,42.88449200,-5.42042000,2005-08-17,4580,6010,1,RAYO,110,7,10,0,0
2004322483,421.2,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,CARBALLEDA DE AVIA,42.34494600,-8.16494200,2004-07-31,2647,2795,4,Sin datos,110,12,13,0,408788
2006240385,421.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,TORENO,42.71778800,-6.50337300,2006-08-08,746,1977,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,182,6,5,0,0
2001100253,420.5,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CASAR DE CÁCERES,39.58370200,-6.48232000,2001-07-18,315,330,5,RAYO,100,6,4,0,0
2008490242,418.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.05191500,-6.89105900,2008-04-06,1730,1740,4,Sin datos,18,0,1,0,0
2012270143,417.36,0,0,GALICIA,LUGO,LUGO-SARRIA,SAMOS,42.65544300,-7.24409400,2012-03-15,1519,1839,5,RAYO,80,16,8,0,8507668
2013390284,416.4,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.17914700,-3.65763700,2013-04-24,0,2100,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,329200
2005323099,415.0,0,0,GALICIA,OURENSE,VERIN-VIANA,"GUDIÑA, A",42.23406100,-7.43029900,2005-08-20,645,1815,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,68,7,0,0,0
2004240018,413.9,0,1,CASTILLA Y LEON,LEON,PONFERRADA,MOLINASECA,42.52768100,-6.45687700,2004-07-25,411,1795,2,HOGUERAS,176,9,5,0,73412
2009010025,413.78,0,0,EUSKADI,ALAVA,MONTAÑA,OTRA PROVINCIA,42.69324800,-2.66121200,2009-07-22,650,3050,3,MOTORES Y MÁQUINAS (COSECHADORAS),83,11,3,64919,4104743
2002490305,412.28,0,0,CASTILLA Y LEON,ZAMORA,TABARA,STA EUFEMIA DEL BARCO,41.69044100,-5.90310400,2002-08-14,510,1860,4,Provocados por cazadores para facilitar la caza,69,11,8,30024,206468
2003370100,410.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLARINO DE LOS AIRES,41.22594700,-6.43758900,2003-08-04,1685,3725,4,Sin datos,94,5,6,0,870268
2005490704,409.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.98469700,-6.88970900,2005-08-20,1860,3300,4,Provocados por pastores y ganaderos para regenerar el pasto,82,7,6,116036,0
2004210114,408.9,0,0,ANDALUCIA,HUELVA,SIERRA DE HUELVA,AROCHE,38.00073700,-6.82827500,2004-07-25,855,2700,2,ESCAPE DE VERTEDERO,228,17,5,0,0
2002370105,407.58,0,0,CASTILLA Y LEON,SALAMANCA,GUIJUELO,FUENTES DE BEJAR,40.51152600,-5.69736100,2002-08-18,500,3340,4,Sin datos,147,13,4,0,59780
2006151805,407.0,0,0,GALICIA,A CORUÑA,FISTERRA,MAZARICOS,42.90837000,-9.09611700,2006-08-11,535,580,6,RAYO,1,7,1,0,0
2001240299,407.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.26500300,-6.64048900,2001-08-13,1295,1775,4,Provocados por pastores y ganaderos para regenerar el pasto,51,5,3,23968,3412580
2013321079,402.21,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,"MERCA, A",42.21735600,-7.90572200,2013-09-23,1487,2647,4,Provocados por pastores y ganaderos para regenerar el pasto,340,30,12,0,835724
2002330199,400.0,0,0,ASTURIAS,ASTURIAS,NALON,SOBRESCOBIO,43.19505000,-5.46287900,2002-01-26,0,2150,5,RAYO,11,1,1,0,0
2006151814,400.0,0,0,GALICIA,A CORUÑA,SANTIAGO-MESETA INTERIOR,TOQUES,42.94745200,-7.95320000,2006-08-10,2288,2544,4,Sin datos,53,6,2,0,3089540
2005322853,400.0,0,0,GALICIA,OURENSE,VERIN-VIANA,CASTRELO DO VAL,42.27024900,-7.62170400,2005-08-15,1380,1815,4,Sin datos,141,17,13,0,0
2008490087,400.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.20074700,-6.86688900,2008-02-16,1440,1710,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,21,1,6,0,0
2011070038,400.0,0,0,ILLES BALEARS,ILLES BALEARS,MALLORCA,SANT LLORENÇ DES CARDASSAR,39.66923500,3.27623800,2011-07-06,3087,6057,3,MOTORES Y MÁQUINAS (VEHÍCULOS LIGEROS Y PESADOS),148,15,10,0,0
2003450224,400.0,0,0,CASTILLA-MANCHA,TOLEDO,SAGRA-TOLEDO,ALMOROX,40.24817300,-4.38307200,2003-07-18,1923,1923,3,TRABAJOS FORESTALES,240,17,21,0,721944
2005460247,400.0,0,0,C. VALENCIANA,VALENCIA,LA COSTANERA,XÀTIVA,38.95940700,-0.52511700,2005-06-22,0,4790,1,RAYO,246,10,12,0,304952
2005240629,400.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.38287700,-6.67131200,2005-07-20,0,3490,4,Sin datos,22,8,6,0,0
2001151646,400.0,0,0,GALICIA,A CORUÑA,FISTERRA,CARNOTA,42.78811400,-9.11458900,2001-09-10,1073,2664,4,Provocados por pastores y ganaderos para regenerar el pasto,148,15,12,0,1212312
2008320506,400.0,0,0,GALICIA,OURENSE,VERIN-VIANA,VIANA DO BOLO,42.19005300,-6.99850800,2008-02-17,1294,1769,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,48,5,3,0,0
2003100353,399.0,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,CECLAVÍN,39.86315300,-6.76930200,2003-08-03,1020,1410,4,Sin datos,56,3,2,0,0
2013240286,398.39,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.31271700,-6.73446100,2013-09-17,519,4494,4,Sin datos,90,2,6,0,0
2012320504,397.35,0,0,GALICIA,OURENSE,VERIN-VIANA,"MEZQUITA, A",42.04804800,-7.04873200,2012-02-28,616,855,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,73,5,7,0,1575888
2006050107,397.29,0,0,CASTILLA Y LEON,AVILA,NAVARREDONDA DE GREDOS,NAVALACRUZ,40.47054800,-4.99183400,2006-08-15,925,2710,2,FUMADORES,224,17,13,0,0
2003210124,396.0,0,0,ANDALUCIA,HUELVA,SIERRA DE HUELVA,CUMBRES MAYORES,38.02183700,-6.72965600,2003-07-31,975,1095,5,RAYO,91,11,6,0,2991608
2012490206,396.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,S JUSTO,42.17535100,-6.67107400,2012-02-26,4505,6075,4,Sin datos,23,2,9,0,0
2001090128,394.31,0,0,CASTILLA Y LEON,BURGOS,MIRANDA DE EBRO,PANCORBO,42.65192100,-3.12529400,2001-08-07,735,8265,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),156,21,12,0,369372
2005151761,394.0,0,0,GALICIA,A CORUÑA,FISTERRA,MUROS,42.76620400,-9.09477300,2005-08-15,1235,1475,4,Otras motivaciones,71,9,7,0,0
2003240025,393.5,0,0,CASTILLA Y LEON,LEON,LA BAÑEZA,CASTROCONTRIGO,42.21174400,-6.18868000,2003-03-19,501,1710,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,63,6,3,0,146112
2003140069,391.09,0,0,ANDALUCIA,CORDOBA,VALLE DEL GUADIATO,ESPIEL,38.16927700,-4.98989000,2003-08-04,350,800,4,Sin datos,114,10,4,0,0
2005500237,390.85,0,0,ARAGON,ZARAGOZA,CINCO VILLAS,LUNA,42.22439000,-0.94494600,2005-08-14,1525,7525,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),312,24,12,7370,3478084
2013270446,390.0,0,0,GALICIA,LUGO,FONSAGRADA-OS ANCARES,"FONSAGRADA, A",43.07792900,-6.96168500,2013-09-11,2159,3247,4,Provocados por cazadores para facilitar la caza,336,23,10,0,3147312
2007060308,389.0,0,0,EXTREMADURA,BADAJOZ,TENTUDIA,VALENCIA DEL VENTOSO,38.29794200,-6.52593800,2007-08-11,360,960,4,Provocados por venganzas,76,6,5,0,0
2003490136,388.64,0,0,CASTILLA Y LEON,ZAMORA,TABARA,FERRERUELA,41.71740100,-6.05017800,2003-08-04,455,1010,4,Sin datos,50,3,4,66768,1216840
2005330447,387.0,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,VALDÉS,43.52071800,-6.38991900,2005-03-18,2304,2524,4,Sin datos,45,3,4,0,508364
2002100287,386.1,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,LOGROSÁN,39.33753600,-5.53948400,2002-08-02,220,410,4,Sin datos,61,6,3,0,555984
2012240243,386.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,CASTRILLO DE CABRERA,42.31801800,-6.55486600,2012-03-11,1829,2054,4,Provocados por pastores y ganaderos para regenerar el pasto,15,0,2,0,0
2011300088,385.43,0,0,MURCIA,MURCIA,CENTRO-OESTE,CARTAGENA,37.61102400,-0.81679000,2011-08-18,3680,9533,4,Sin datos,589,37,13,0,0
2009160116,384.92,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA MEDIA,FRESNEDA DE ALTAREJOS,39.95995500,-2.30021000,2009-06-20,1680,5930,3,MOTORES Y MÁQUINAS (COSECHADORAS),266,21,21,645616,0
2005323364,382.0,0,0,GALICIA,OURENSE,VERIN-VIANA,CUALEDRO,42.28636700,-7.89790600,2005-08-22,1650,1660,6,RAYO,35,6,0,0,0
2002040044,381.75,0,0,ANDALUCIA,ALMERIA,SIERRA DE FILABRES,TAHAL,37.16355700,-2.28922200,2002-06-26,625,2815,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),190,5,8,47030,28414
2012490213,380.67,0,1,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.00148000,-6.89057200,2012-02-27,3170,4640,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,10,3,3,0,0
2008390150,380.0,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.19793000,-3.54678200,2008-02-15,0,0,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,0,0,0,0,154172
2001060045,380.0,0,0,EXTREMADURA,BADAJOZ,LA SIBERIA,CASTILBLANCO,39.24712600,-5.12356100,2001-06-25,230,321,4,Sin datos,64,5,3,0,0
2002390162,380.0,0,0,CANTABRIA,CANTABRIA,COMARCA 4,CABUÉRNIGA,43.21396600,-4.30307800,2002-01-26,1050,1080,4,Provocados por pastores y ganaderos para regenerar el pasto,23,2,0,6508,80708
2002200014,379.03,0,0,EUSKADI,GUIPUZCOA,DONOSTIALDEA,PASAIA,43.33996300,-1.89597400,2002-01-27,870,1020,4,Provocados por pastores y ganaderos para regenerar el pasto,21,1,0,0,0
2005340053,376.0,0,0,CASTILLA Y LEON,PALENCIA,BOEDO-OJEDA,VILLANUÑO DE VALDAVIA,42.51632800,-4.52307600,2005-07-16,745,855,3,MOTORES Y MÁQUINAS (COSECHADORAS),112,20,5,0,0
2008384003,375.67,0,0,CANARIAS,S.C. TENERIFE,LA GOMERA,VALLEHERMOSO,28.14278700,-5.28442600,2008-04-26,4292,99390,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),575,27,12,0,0
2011100482,375.26,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,HERVÁS,40.25959100,-5.79456300,2011-10-14,2895,9975,4,Provocados por cazadores para facilitar la caza,156,17,18,0,0
2012340146,374.21,0,0,CASTILLA Y LEON,PALENCIA,PARAMOS-VALDAVIA,SANTERVAS DE LA VEGA,42.48305000,-4.88141700,2012-07-25,393,1970,3,MOTORES Y MÁQUINAS (COSECHADORAS),141,15,8,0,0
2006330752,374.0,0,0,ASTURIAS,ASTURIAS,OVIEDO,BELMONTE DE MIRANDA,43.27032400,-6.25168000,2006-03-27,930,960,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),51,1,3,0,0
2010460118,373.42,0,0,C. VALENCIANA,VALENCIA,EL COMTAT,OTRA PROVINCIA,38.80071900,-0.57105500,2010-09-06,5635,10075,4,Sin datos,1124,51,45,0,565904
2012240595,372.4,0,0,CASTILLA Y LEON,LEON,PONFERRADA,PONFERRADA,42.52789900,-6.56019700,2012-09-07,1697,2632,4,Sin datos,124,6,7,0,0
2001170061,372.0,0,0,CATALUÑA,GIRONA,BAIX EMPORDA,TORROELLA DE MONTGRÍ,42.10367400,3.16327400,2001-06-19,570,19200,4,Vandalismo,108,25,8,0,0
2004322405,370.0,0,0,GALICIA,OURENSE,A LIMIA,LOBEIRA,42.02957700,-8.06500000,2004-07-28,1125,1675,4,Sin datos,30,9,10,0,670524
2005490021,370.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.09910400,-6.94360500,2005-01-22,3060,4260,4,Provocados por pastores y ganaderos para regenerar el pasto,8,0,0,0,0
2005240634,369.64,0,0,CASTILLA Y LEON,LEON,CANALES-LA MAGDALENA,RIELLO,42.80839000,-6.01947800,2005-07-22,856,3376,2,TRABAJOS FORESTALES,15,5,2,0,0
2008240501,369.0,0,0,CASTILLA Y LEON,LEON,ASTORGA,MAGAZ DE CEPEDA,42.59682100,-6.10091100,2008-08-31,780,3040,2,QUEMA DE BASURA,169,11,8,0,0
2004490423,369.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.00031000,-6.81147000,2004-08-01,1590,2550,4,Provocados por pastores y ganaderos para regenerar el pasto,54,3,3,0,0
2008240457,368.0,0,0,CASTILLA Y LEON,LEON,LA BAÑEZA,CASTRILLO DE LA VALDUERNA,42.32493300,-6.10948700,2008-08-17,611,1622,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,115,11,7,0,0
2004320986,368.0,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,"IRIXO, O",42.50411400,-8.17199200,2004-03-28,490,560,4,Sin datos,33,6,5,0,2914108
2006321055,366.0,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,CHANDREXA DE QUEIXA,42.21825000,-7.36925200,2006-08-08,7790,8900,4,Provocados por pastores y ganaderos para regenerar el pasto,22,0,0,0,0
2009321665,365.0,0,0,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,PIÑOR,42.53796000,-8.05916900,2009-09-29,1249,1512,5,RAYO,161,19,18,0,0
2012250166,363.9,0,1,CATALUÑA,LLEIDA,PALLARS SOBIRA,BAIX PALLARS,42.33893500,1.06666000,2012-03-08,6185,14857,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),629,15,6,0,0
2012390618,362.67,0,0,CANTABRIA,CANTABRIA,COMARCA 10,ARREDONDO,43.26925500,-3.63252000,2012-03-14,0,4620,4,Provocados por pastores y ganaderos para regenerar el pasto,20,0,1,0,228960
2003060185,362.0,0,0,EXTREMADURA,BADAJOZ,LA SERENA,CABEZA DEL BUEY,38.63744000,-5.29920300,2003-07-03,338,1243,4,Sin datos,150,13,0,0,0
2012330981,361.1,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.17366100,-6.65954500,2012-03-28,1399,2856,4,Provocados por pastores y ganaderos para regenerar el pasto,34,0,3,0,0
2012331094,361.0,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,VILLAYÓN,43.38298600,-6.68765000,2012-03-30,3519,4180,4,Provocados por pastores y ganaderos para regenerar el pasto,66,5,5,0,0
2009490528,360.0,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,VILLALCAMPO,41.52500100,-6.04581400,2009-08-28,1150,3100,6,RAYO,24,0,7,0,0
2005362839,360.0,0,1,GALICIA,PONTEVEDRA,VIGO-BAIXO MIÑO,SALCEDA DE CASELAS,42.13285400,-8.56401600,2005-08-19,1870,1900,4,Provocados por pirómanos,76,7,4,161512,3403972
2002490325,359.66,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,VILLAR DEL BUEY,41.32950200,-6.27441900,2002-08-19,465,1275,4,Sin datos,89,4,6,0,0
2011100572,358.88,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,COLLADO,40.03301900,-5.65639500,2011-07-18,810,4605,4,Sin datos,128,24,7,0,0
2003380026,357.0,0,0,CANARIAS,S.C. TENERIFE,EL HIERRO,FRONTERA,27.72178600,-6.04612300,2003-08-07,3080,4835,4,Sin datos,257,13,4,600000,0
2005362845,355.5,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,MONDARIZ,42.19713900,-8.42086900,2005-08-19,2780,2830,4,Otras motivaciones,106,10,10,314132,2028020
2001210078,355.0,0,0,ANDALUCIA,HUELVA,EL ANDEVALO,"CERRO DE ANDÉVALO, EL",37.74400600,-6.95155600,2001-06-29,645,1230,2,TRABAJOS FORESTALES,161,7,7,60150,93830
2004490313,355.0,0,0,CASTILLA Y LEON,ZAMORA,TABARA,TABARA,41.84745400,-5.99256800,2004-06-18,930,2700,2,TRABAJOS FORESTALES,109,9,6,0,1936260
2006150952,353.0,0,0,GALICIA,A CORUÑA,FISTERRA,CARNOTA,42.80452500,-9.11998800,2006-07-16,1511,2835,4,Sin datos,120,17,7,0,1960568
2011322357,353.0,0,0,GALICIA,OURENSE,VERIN-VIANA,RIÓS,41.97768400,-7.22052400,2011-10-16,3150,3856,4,Provocados por pirómanos,37,9,7,0,10646500
2005271136,352.0,0,0,GALICIA,LUGO,TERRA DE LEMOS,QUIROGA,42.55880100,-7.11183800,2005-12-23,1650,1800,4,Sin datos,29,7,1,0,0
2005323468,350.0,0,4,GALICIA,OURENSE,O RIBEIRO-ARENTEIRO,MELÓN,42.29652100,-7.48212400,2005-08-30,1665,3555,4,Sin datos,19,0,2,0,0
